gemeinde_name,ags_gemeinde,ags_kreis,kdu_region,source_document,valid_from,max_wohnflaeche_sqm_1p,max_wohnflaeche_sqm_2p,max_wohnflaeche_sqm_3p,max_wohnflaeche_sqm_4p,max_wohnflaeche_sqm_5p,max_wohnflaeche_sqm_addl,max_nettokaltmiete_eur_1p,max_nettokaltmiete_eur_2p,max_nettokaltmiete_eur_3p,max_nettokaltmiete_eur_4p,max_nettokaltmiete_eur_5p,max_nettokaltmiete_eur_addl,max_nettokaltmiete_eur_sqm,max_bruttokaltmiete_eur_1p,max_bruttokaltmiete_eur_2p,max_bruttokaltmiete_eur_3p,max_bruttokaltmiete_eur_4p,max_bruttokaltmiete_eur_5p,max_bruttokaltmiete_eur_addl,max_bruttokaltmiete_eur_sqm,wogg_mietstufe,notes,wogv_mietstufe,wogg_hoechstbetrag_eur_1p,wogg_hoechstbetrag_eur_2p,wogg_hoechstbetrag_eur_4p,kdu_vs_wogg_pct_1p,kdu_vs_wogg_pct_2p,kdu_vs_wogg_pct_4p
Neuching,09177131,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,635,765,880,1070,1270,180,,4,Region 2; Bruttokaltmiete ohne Heizkosten,4,511,619,858,24.3,23.6,24.7
Oberding,09177133,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,635,765,880,1070,1270,180,,4,Region 2; Bruttokaltmiete ohne Heizkosten,4,511,619,858,24.3,23.6,24.7
Ottenhofen,09177134,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,635,765,880,1070,1270,180,,4,Region 2; Bruttokaltmiete ohne Heizkosten,4,511,619,858,24.3,23.6,24.7
Pastetten,09177135,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,635,765,880,1070,1270,180,,4,Region 2; Bruttokaltmiete ohne Heizkosten,4,511,619,858,24.3,23.6,24.7
Sankt Wolfgang,09177137,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,600,745,835,980,1025,150,,4,Region 3; Bruttokaltmiete ohne Heizkosten,4,511,619,858,17.4,20.4,14.2
Steinkirchen,09177138,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,600,745,835,980,1025,150,,4,Region 3; Bruttokaltmiete ohne Heizkosten,4,511,619,858,17.4,20.4,14.2
Taufkirchen (Vils),09177139,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,600,745,835,980,1025,150,,5,Region 3; Bruttokaltmiete ohne Heizkosten,5,562,680,946,6.8,9.6,3.6
Walpertskirchen,09177142,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,600,745,835,980,1025,150,,4,Region 3; Bruttokaltmiete ohne Heizkosten,4,511,619,858,17.4,20.4,14.2
Wartenberg,09177143,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,600,745,835,980,1025,150,,4,Region 3; Bruttokaltmiete ohne Heizkosten,4,511,619,858,17.4,20.4,14.2
Wörth,09177144,09177,Erding LK,KdU Erding LK - 01.01.2024.pdf,2024-01-01,50,65,75,90,105,15,,,,,,,,635,765,880,1070,1270,180,,4,Region 2; Bruttokaltmiete ohne Heizkosten,4,511,619,858,24.3,23.6,24.7
Allershausen,09178113,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Attenkirchen,09178115,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Au i.d.Hallertau,09178116,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Eching,09178120,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,765.82,929.28,1105.06,1290.74,1475.32,184.58,,7,"Geltungsbereich a (Freising, Eching, Hallbergmoos, Neufahrn)",7,677,820,1139,13.1,13.3,13.3
Rudelzhausen,09178122,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Fahrenzhausen,09178123,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Freising,09178124,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,765.82,929.28,1105.06,1290.74,1475.32,184.58,,7,"Geltungsbereich a (Freising, Eching, Hallbergmoos, Neufahrn)",7,677,820,1139,13.1,13.3,13.3
Gammelsdorf,09178125,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Haag a.d.Amper,09178129,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Hallbergmoos,09178130,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,765.82,929.28,1105.06,1290.74,1475.32,184.58,,7,"Geltungsbereich a (Freising, Eching, Hallbergmoos, Neufahrn)",7,677,820,1139,13.1,13.3,13.3
Hörgertshausen,09178132,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Hohenkammer,09178133,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Kirchdorf a.d.Amper,09178136,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Kranzberg,09178137,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Langenbach,09178138,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Marzling,09178140,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Mauern,09178142,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Moosburg a.d.Isar,09178143,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,697.62,846.78,1008.26,1176.34,1344.42,169.18,,6,Geltungsbereich c (Stadt Moosburg),6,615,745,1035,13.4,13.7,13.7
Nandlstadt,09178144,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Neufahrn b.Freising,09178145,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,765.82,929.28,1105.06,1290.74,1475.32,184.58,,7,"Geltungsbereich a (Freising, Eching, Hallbergmoos, Neufahrn)",7,677,820,1139,13.1,13.3,13.3
Paunzhausen,09178150,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Wang,09178155,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Wolfersdorf,09178156,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Zolling,09178157,09178,Freising LK,KdU Freising LK-01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,583.22,708.18,843.26,981.64,1123.32,136.18,,4,Geltungsbereich b (uebrige Gemeinden),4,511,619,858,14.1,14.4,14.4
Adelshofen,09179111,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Alling,09179113,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Althegnenberg,09179114,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Egenhofen,09179117,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Eichenau,09179118,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,7,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),7,677,820,1139,,,
Emmering,09179119,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,6,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Fürstenfeldbruck,09179121,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,7,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),7,677,820,1139,,,
Germering,09179123,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,7,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),7,677,820,1139,,,
Grafrath,09179125,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Gröbenzell,09179126,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,7,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),7,677,820,1139,,,
Hattenhofen,09179128,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Jesenwang,09179130,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Kottgeisering,09179131,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Landsberied,09179132,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Maisach,09179134,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,6,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Mammendorf,09179136,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Mittelstetten,09179137,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Moorenweis,09179138,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Oberschweinbach,09179140,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Olching,09179142,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,7,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),7,677,820,1139,,,
Puchheim,09179145,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,724,873,1022,1227,1395,,,,,,,,,,7,Zone 1; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),7,677,820,1139,,,
Schöngeising,09179147,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Türkenfeld,09179149,09179,Fürstenfeldbruck LK,KdU Fürstenbrück LK-01.04.2025.pdf,2025-04-01,50,65,75,90,105,,601,781,987,1124,1164,,,,,,,,,,6,Zone 2; Kaltmiete (netto); je weitere Person ca. 150 EUR (Einzelfall),6,615,745,1035,,,
Bad Kohlgrub,09180112,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Bad Bayersoien,09180113,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Eschenlohe,09180114,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Ettal,09180115,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Farchant,09180116,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Garmisch-Partenkirchen,09180117,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,6,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,6,615,745,1035,,,
Grainau,09180118,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Großweil,09180119,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Krün,09180122,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Mittenwald,09180123,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Murnau a.Staffelsee,09180124,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,6,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,6,615,745,1035,,,
Oberammergau,09180125,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Oberau,09180126,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Ohlstadt,09180127,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Riegsee,09180128,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Saulgrub,09180129,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Schwaigen,09180131,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Seehausen a.Staffelsee,09180132,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Spatzenhausen,09180133,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Uffing a.Staffelsee,09180134,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Unterammergau,09180135,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Wallgau,09180136,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,4,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,4,511,619,858,,,
Ettaler Forst,09180451,09180,Garmisch-Partenkirchen LK,Flyer-Mietobergrenzen-ab-2026-07.pdf,2026-07-01,50,65,75,90,105,,570,750,850,990,1200,,,,,,,,,,,kreisweite Tabelle (alle Gemeinden); Nettokaltmiete ohne Neben-/Heizkosten; gueltig ab Juli 2026,,,,,,,
Apfeldorf,09181111,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Denklingen,09181113,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Dießen am Ammersee,09181114,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,5,Mietregion Ammersee,5,562,680,946,21,23.5,20.5
Eching am Ammersee,09181115,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Egling a.d.Paar,09181116,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Eresing,09181118,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Finning,09181120,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Fuchstal,09181121,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Geltendorf,09181122,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Greifenberg,09181123,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Hofstetten,09181124,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Hurlach,09181126,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Igling,09181127,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
