gemeinde_name,ags_gemeinde,ags_kreis,kdu_region,source_document,valid_from,max_wohnflaeche_sqm_1p,max_wohnflaeche_sqm_2p,max_wohnflaeche_sqm_3p,max_wohnflaeche_sqm_4p,max_wohnflaeche_sqm_5p,max_wohnflaeche_sqm_addl,max_nettokaltmiete_eur_1p,max_nettokaltmiete_eur_2p,max_nettokaltmiete_eur_3p,max_nettokaltmiete_eur_4p,max_nettokaltmiete_eur_5p,max_nettokaltmiete_eur_addl,max_nettokaltmiete_eur_sqm,max_bruttokaltmiete_eur_1p,max_bruttokaltmiete_eur_2p,max_bruttokaltmiete_eur_3p,max_bruttokaltmiete_eur_4p,max_bruttokaltmiete_eur_5p,max_bruttokaltmiete_eur_addl,max_bruttokaltmiete_eur_sqm,wogg_mietstufe,notes,wogv_mietstufe,wogg_hoechstbetrag_eur_1p,wogg_hoechstbetrag_eur_2p,wogg_hoechstbetrag_eur_4p,kdu_vs_wogg_pct_1p,kdu_vs_wogg_pct_2p,kdu_vs_wogg_pct_4p
Pleckhausen,07132090,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Pracht,07132091,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Racksen,07132092,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Reiferscheid,07132093,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Rettersen,07132094,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Rosenheim (Landkreis Altenkirchen),07132095,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Roth,07132096,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Rott,07132097,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Scheuerfeld,07132098,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Schöneberg,07132099,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Schürdt,07132100,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Schutzbach,07132101,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Seelbach bei Hamm (Sieg),07132102,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Seelbach (Westerwald),07132103,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Seifen,07132104,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Selbach (Sieg),07132105,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Sörth,07132106,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Steinebach/Sieg,07132107,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Steineroth,07132108,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Stürzelbach,07132109,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Volkerzen,07132110,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Wallmenroth,07132111,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Walterschen,07132112,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Weitefeld,07132113,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Werkhausen,07132114,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Weyerbusch,07132115,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Willroth,07132116,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Wissen,07132117,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,360,410,530,580,690,,,,,,,,,,1,"Vergleichsraum 2 Ost; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Wölmersen,07132118,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Ziegenhain,07132119,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Berod bei Hachenburg,07132201,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Altenkirchen (Westerwald),07132501,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Neitersen,07132502,07132,Altenkirchen LK,KdU Altenkirchen LK - 01.01.2025.pdf + SK Altenkirchen LK - 01.01.2024.pdf,2025-01-01,50,60,80,90,105,,380,420,550,600,690,,,,,,,,,,1,"Vergleichsraum 1 West; nur Nettokaltmiete-Richtwerte, keine Bruttokaltgrenze; Wfl/VR-Zuordnung aus SK 2024",1,361,437,608,,,
Abtweiler,07133001,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Allenfeld,07133002,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Altenbamberg,07133003,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Argenschwang,07133004,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Auen,07133005,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Bad Kreuznach,07133006,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,3,Wohnungsmarkttyp I,3,456,551,766,6.4,3.8,8.1
Bärenbach,07133008,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Bärweiler,07133009,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Becherbach bei Kirn,07133010,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Becherbach,07133011,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Biebelsheim,07133012,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Bockenau,07133013,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Boos,07133014,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Braunweiler,07133015,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Brauweiler,07133016,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Breitenheim,07133017,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Bretzenheim,07133018,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Burgsponheim,07133019,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Callbach,07133020,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Dalberg,07133021,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Daubach,07133022,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Daxweiler,07133023,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Desloch,07133024,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Dörrebach,07133025,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Dorsheim,07133026,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Duchroth,07133027,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Eckenroth,07133028,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Feilbingert,07133030,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Frei-Laubersheim,07133031,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Fürfeld,07133032,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Gebroth,07133033,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Guldental,07133035,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Gutenberg,07133036,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Hackenheim,07133037,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Hahnenbach,07133038,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Hallgarten,07133039,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Hargesheim,07133040,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Heimweiler,07133041,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Heinzenberg,07133042,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Hennweiler,07133043,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Hergenfeld,07133044,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Hochstätten,07133045,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Hochstetten-Dhaun,07133046,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Horbach,07133047,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Hüffelsheim,07133048,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Hundsbach,07133049,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Ippenschied,07133050,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Jeckenbach,07133051,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Kirn,07133052,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
Kirschroth,07133053,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Langenlonsheim,07133054,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Langenthal,07133055,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Laubenheim,07133056,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,485,572,702,828,936,,,1,Wohnungsmarkttyp I,1,361,437,608,34.3,30.9,36.2
Lauschied,07133057,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Lettweiler,07133058,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Nahe-Glan),1,361,437,608,22.7,11.7,12
Limbach,07133059,07133,Bad Kreuznach LK,260130_Bearbeitungshinweise_2026.pdf,2026-01-01,50,60,80,90,105,,,,,,,,,443,488,590,681,748,,,1,Wohnungsmarkttyp II (VG Kirner Land),1,361,437,608,22.7,11.7,12
